	dlow	dhigh	spellName	spellClass	spellLevel
	9999	9999	Air Walk, Communal	alchemist4, cleric5_oracle5, druid5
	9999	9999	Animal Aspect	alchemist2, magus2, druid2, ranger2, sorcerer_wizard2
	9999	9999	Animal Aspect, Greater	alchemist3, magus3, druid3, ranger3, sorcerer_wizard4
	9999	9999	Ant Haul, Communal	alchemist2, cleric2_oracle2, druid2, ranger2, sorcerer_wizard2, summoner2
	9999	9999	Arcane Cannon	sorcerer_wizard7
	9999	9999	Bestow Weapon Proficiency	alchemist2, antipaladin2, cleric2_oracle2, magus2, inquisitor2, paladin2, sorcerer_wizard2, witch2
	9999	9999	Blistering Invective	alchemist2, bard2, inquisitor2
	9999	9999	Bowstaff	inquisitor1, paladin1, ranger1
	9999	9999	Brow Gasher	inquisitor2, magus2, ranger2, sorcerer_wizard2
	9999	9999	Bullet Shield	alchemist2, sorcerer_wizard2
	9999	9999	Burst of Speed	alchemist3, antipaladin3, magus3, inquisitor3, paladin3, ranger3
	9999	9999	Caging Bomb Admixture	alchemist6
	9999	9999	Certain Grip	alchemist2, druid2, sorcerer_wizard2
	9999	9999	Chain of Perdition	cleric3_oracle3, sorcerer_wizard3
	9999	9999	Companion Mind Link	druid3, ranger3
	9999	9999	Compel Hostility	bard1, cleric1_oracle1, inquisitor1, paladin1, ranger1, summoner1, witch1
	9999	9999	Damp Powder	druid1, sorcerer_wizard1, witch1
	9999	9999	Darkvision, Communal	alchemist3, antipaladin3, ranger4, sorcerer_wizard3
	9999	9999	Daybreak Arrow	cleric_oracle3, inquisitor3, paladin3
	9999	9999	Deadly Juggernaut	antipaladin3, cleric3_oracle3, inquisitor3, paladin3
	9999	9999	Deadeye's Lore	bard1, cleric1_oracle1, druid1, inquisitor1, ranger1
	9999	9999	Debilitating Portent	cleric4_oracle4, witch4
	9999	9999	Delay Poison, Communal	alchemist3, bard3, cleric3_oracle3, druid3, inquisitor3, paladin3, ranger3, witch3
	9999	9999	Destabilize Powder	sorcerer_wizard2, witch2
	9999	9999	Discovery Torch	bard2, cleric3_oracle3, inquisitor2
	9999	9999	Divine Arrow	paladin2
	9999	9999	Dust Form	alchemist5, cleric6_oracle6, druid6, witch6
	9999	9999	Effortless Armor	cleric2_oracle2, inquisitor2, magus2, paladin2, ranger2
	9999	9999	Endure Elements, Communal	alchemist3, cleric2_oracle2, druid2, paladin2, ranger2, sorcerer_wizard2
	9999	9999	Energy Siege Shot	sorcerer_wizard5, summoner5
	9999	9999	Energy Siege Shot, Greater	sorcerer_wizard6, summoner6
	9999	9999	Fabricate Bullets	sorcerer_wizard1
	9999	9999	Fiery Shuriken	sorcerer_wizard2
	9999	9999	Find Quarry	inquisitor4, ranger4
	9999	9999	Flash Fire	sorcerer_wizard3, witch3
	9999	9999	Forest Friend	druid2, ranger2
	9999	9999	Frightful Aspect	cleric8_oracle8, druid8, sorcerer_wizard8, witch8
	9999	9999	Frost Fall	druid2, sorcerer_wizard2, witch2
	9999	9999	Haunted Fey Aspect	bard0, sorcerer_wizard0
	9999	9999	Healing Thief	sorcerer_wizard3, witch3
	9999	9999	Heroic Invocation	sorcerer_wizard9, witch9
	9999	9999	Hostile Juxtaposition	sorcerer_wizard5, summoner4, witch5
	9999	9999	Hostile Juxtaposition, Greater	sorcerer_wizard7, summoner6, witch7
	9999	9999	Hostile Levitation	sorcerer_wizard3, witch3
	9999	9999	Illusion of Calm	alchemist1, magus1, sorcerer_wizard1
	9999	9999	Instrument of Agony	cleric2_oracle2, inquisitor2
	9999	9999	Jolting Portent	cleric7_oracle7
	9999	9999	Judgment Light	inquisitor4
	9999	9999	Jury-Rig	bard1, magus1, sorcerer_wizard1, summoner1, witch1
	9999	9999	Kinetic Reverberation	alchemist2, sorcerer_wizard2
	9999	9999	Languid Bomb Admixture	alchemist5
	9999	9999	Liberating Command	bard1, cleric1_oracle1, druid1, paladin1, ranger1, sorcerer_wizard1
	9999	9999	Life Conduit	summoner1
	9999	9999	Life Conduit, Greater	summoner5
	9999	9999	Life Conduit, Improved	summoner3
	9999	9999	Lightning Lash Bomb Admixture	alchemist3
	9999	9999	Litany of Defense	antipaladin2, inquisitor2, paladin2
	9999	9999	Litany of Eloquence	antipaladin2, inquisitor3, paladin2
	9999	9999	Litany of Entanglement	antipaladin2, inquisitor3, paladin2
	9999	9999	Litany of Escape	antipaladin3, inquisitor4, paladin3
	9999	9999	Litany of Madness	antipaladin4, inquisitor6
	9999	9999	Litany of Righteousness	inquisitor3, paladin2
	9999	9999	Litany of Sight	antipaladin3, inquisitor4, paladin3
	9999	9999	Litany of Sloth	antipaladin1, inquisitor1, paladin1
	9999	9999	Litany of Thunder	antipaladin4, inquisitor5, paladin4
	9999	9999	Litany of Vengeance	antipaladin4, inquisitor5, paladin4
	9999	9999	Litany of Warding	antipaladin2, inquisitor3, paladin2
	9999	9999	Litany of Weakness	antipaladin1, inquisitor1
	9999	9999	Locate Weakness	inquisitor3, magus3, ranger2, sorcerer_wizard3, witch3
	9999	9999	Lock Gaze	bard1, inquisitor1, magus1, sorcerer_wizard1, witch1
	9999	9999	Longshot	alchemist1, antipaladin1, inquisitor1, magus1, paladin1, ranger1, sorcerer_wizard1
	9999	9999	Magic Siege Engine	antipaladin2, cleric2_oracle2, inquisitor2, paladin2, sorcerer_wizard2
	9999	9999	Magic Siege Engine, Greater	antipaladin4, cleric5_oracle5, inquisitor4, paladin4, sorcerer_wizard4
	9999	9999	Mask Dweomer, Communal	witch2
	9999	9999	Mind Blank, Communal	sorcerer_wizard9, witch9
	9999	9999	Mirror Strike	magus1, sorcerer_wizard1
	9999	9999	Moment of Greatness	bard1, cleric1_oracle1, sorcerer_wizard1
	9999	9999	Mount, Communal	magus2, sorcerer_wizard2, summoner2, witch2
	9999	9999	Mutagenic Touch	alchemist4
	9999	9999	Named Bullet	inquisitor4, ranger3, sorcerer_wizard4, witch4
	9999	9999	Named Bullet, Greater	inquisitor6, ranger4, sorcerer_wizard6, witch6
	9999	9999	Negative Reaction	bard1, magus1, sorcerer_wizard1, witch1
	9999	9999	Nondetection, Communal	antipaladin4, sorcerer_wizard4
	9999	9999	Obsidian Flow	druid4, sorcerer_wizard4, summoner3
	9999	9999	Peacebond	inquisitor1, sorcerer_wizard1, witch1
	9999	9999	Pellet Blast	magus4, sorcerer_wizard3, summoner3
	9999	9999	Phantom Chariot	sorcerer_wizard4, summoner3
	9999	9999	Phantom Driver	bard3, sorcerer_wizard3
	9999	9999	Phantom Steed, Communal	bard4, sorcerer_wizard4, summoner3
	9999	9999	Pilfering Hand	bard2, cleric2_oracle2, magus2, sorcerer_wizard2
	9999	9999	Protection from Arrows, Communal	alchemist3, sorcerer_wizard3, summoner3
	9999	9999	Protection from Chaos, Communal	cleric2_oracle2, inquisitor2, paladin2, sorcerer_wizard2, summoner2
	9999	9999	Protection from Energy, Communal	cleric4_oracle4, druid4, inquisitor4, ranger3, sorcerer_wizard4, summoner4
	9999	9999	Protection from Evil, Communal	cleric2_oracle2, inquisitor2, paladin2, sorcerer_wizard2, summoner2
	9999	9999	Protection from Good, Communal	antipaladin2, cleric2_oracle2, inquisitor2, paladin2, sorcerer_wizard2, summoner2
	9999	9999	Protection from Law, Communal	antipaladin2, cleric2_oracle2, inquisitor2, paladin2, sorcerer_wizard2, summoner2
	9999	9999	Pup Shape	druid3, sorcerer_wizard3, witch3
	9999	9999	Qualm	bard2, inquisitor2, sorcerer_wizard2, witch2
	9999	9999	Recoil Fire	sorcerer_wizard2, witch2
	9999	9999	Reinforce Armaments	cleric1_oracle1, magus1, sorcerer_wizard1, witch1
	9999	9999	Reinforce Armaments, Communal	cleric2_oracle2, magus2, sorcerer_wizard2, witch2
	9999	9999	Reloading Hands	magus2, ranger2, sorcerer_wizard2
	9999	9999	Resinous Skin	alchemist3, druid3, sorcerer_wizard3
	9999	9999	Resist Energy, Communal	alchemist3, cleric3_oracle3, druid3, inquisitor3, paladin3, ranger3, sorcerer_wizard3, summoner3
	9999	9999	Returning Weapon	bard2, cleric2_oracle2, inquisitor1, magus1, ranger1, sorcerer_wizard2, witch2
	9999	9999	Returning Weapon, Communal	bard3, cleric3_oracle3, inquisitor2, magus2, ranger2, sorcerer_wizard3, witch3
	9999	9999	Ricochet Shot	ranger2, sorcerer_wizard2
	9999	9999	See Alignment	alchemist1, bard1, sorcerer_wizard1
	9999	9999	Shadow Bomb Admixture	alchemist2
	9999	9999	Share Language, Communal	bard2, cleric3_oracle3, druid3, sorcerer_wizard3
	9999	9999	Shock Shield	alchemist1, magus1, sorcerer_wizard1
	9999	9999	Shocking Image	bard4, sorcerer_wizard4
	9999	9999	Siege of Trees	druid7
	9999	9999	Siege of Trees, Greater	druid9
	9999	9999	Spell Immunity, Communal	cleric5_oracle5, inquisitor5
	9999	9999	Spell Immunity, Greater Communal	cleric9_oracle9
	9999	9999	Spider Climb, Communal	alchemist3, druid3, sorcerer_wizard3, summoner3
	9999	9999	Spontaneous Immolation	sorcerer_wizard2
	9999	9999	Stabilize Powder	sorcerer_wizard2, witch2
	9999	9999	Stoneskin, Communal	alchemist5, druid6, inquisitor5, sorcerer_wizard5, summoner4
	9999	9999	Summoner Conduit	cleric4_oracle4, sorcerer_wizard5, summoner4, witch5
	9999	9999	Sun Metal	cleric_oracle1, paladin1, ranger1
	9999	9999	Symbol of Striking	cleric5_oracle5, magus5, sorcerer_wizard5, witch5
	9999	9999	Tactical Acumen	bard2, inquisitor2, magus2, paladin1, sorcerer_wizard2
	9999	9999	Tar Pool	druid6, sorcerer_wizard6, summoner5
	9999	9999	Targeted Bomb Admixture	alchemist1
	9999	9999	Telekinetic Assembly	magus2, sorcerer_wizard2
	9999	9999	Telekinetic Charge	sorcerer_wizard4
	9999	9999	Terrain Bond	ranger4
	9999	9999	Thunder Fire	bard2, sorcerer_wizard2, witch2
	9999	9999	Tongues, Communal	alchemist4, bard3, cleric5_oracle5, sorcerer_wizard4, summoner4, witch4
	9999	9999	Touch Injection	alchemist2, sorcerer_wizard3
	9999	9999	Twisted Space	magus2, sorcerer_wizard2, summoner2
	9999	9999	Unerring Weapon	inquisitor1, magus1, sorcerer_wizard1, witch1
	9999	9999	Viper Bomb Admixture	alchemist4
	9999	9999	Walk Through Space	alchemist6, magus6, sorcerer_wizard7, summoner6, witch7
	9999	9999	Warding Weapon	magus1, sorcerer_wizard2, summoner2
	9999	9999	Water Walk, Communal	cleric4_oracle4, ranger4
	9999	9999	Weaken Powder	druid1, sorcerer_wizard1, witch1
	9999	9999	Wilderness Soldiers	druid2, ranger2
	9999	9999	Wreath of Blades	magus4, sorcerer_wizard5, summoner5, witch5
	9999	9999	Aspect of the Nightingale	bard1, cleric1_oracle1, druid1, paladin1, ranger1
	9999	9999	Shared Sacrifice	antipaladin3, cleric2_oracle2, summoner3, witch2
	9999	9999	Monstrous Extremities	cleric3_oracle3, sorcerer_wizard3, witch4
	9999	9999	Lose the Trail	antipaladin2, ranger1, sorcerer_wizard1
	9999	9999	Night of Blades	antipaladin4, inquisitor3, ranger4, sorcerer_wizard3
	9999	9999	Brittle Portal	antipaladin2, cleric2_oracle2, druid2, inquisitor2, sorcerer_wizard2
	9999	9999	Vampiric Hunger	antipaladin3, cleric3_oracle3, druid3, sorcerer_wizard3, witch3
	9999	9999	Touch of Bloodletting	antipaladin2, cleric1_oracle1, druid1, sorcerer_wizard2, witch2
	9999	9999	Awaken the Devoured	cleric5_oracle5, inquisitor4, sorcerer_wizard5, witch5
	9999	9999	Charon's Dispensation	cleric4_oracle4, inquisitor4, sorcerer_wizard4, witch4
	9999	9999	Create Soul Gem	cleric3_oracle3, sorcerer_wizard3, witch3
	9999	9999	Daemon Ward	cleric4_oracle4, druid5, paladin4, sorcerer_wizard4, witch4
	9999	9999	Death Knell Aura	cleric4_oracle4, inquisitor4, sorcerer_wizard4, witch4
	9999	9999	Death Knell Aura, Greater	cleric6_oracle6, inquisitor6, sorcerer_wizard6, witch6
	9999	9999	Lash of the Astradaemon	cleric6_oracle6, magus5, sorcerer_wizard6, witch6
	9999	9999	Parasitic Soul	cleric9_oracle9, sorcerer_wizard9, witch9
	9999	9999	Scourge of the Horsemen	cleric9_oracle9, sorcerer_wizard9
	9999	9999	Soul Transfer	cleric7_oracle7, sorcerer_wizard7, witch7
	9999	9999	Summon Cacodaemon	cleric2_oracle2, sorcerer_wizard2, summoner2, witch2
	9999	9999	Summon Cacodaemon, Greater	cleric4_oracle4, sorcerer_wizard4, summoner3, witch4
	9999	9999	Summon Ceustodaemon	cleric5_oracle5, sorcerer_wizard5, summoner4, witch5
	9999	9999	Summon Derghodaemon	cleric9_oracle9, sorcerer_wizard9, witch9
	9999	9999	Summon Erodaemon	cleric8_oracle8, sorcerer_wizard8, summoner6, witch8
	9999	9999	Summon Meladaemon	cleric8_oracle8, sorcerer_wizard8, summoner6, witch8
	9999	9999	Summon Thanadaemon	cleric9_oracle9, sorcerer_wizard9, witch9
	9999	9999	Replenish Ki	cleric4_oracle4
	9999	9999	Call the Void	sorcerer_wizard3, witch3
	9999	9999	Black Spot	cleric4_oracle4, sorcerer_wizard5, witch4
	9999	9999	Buoyancy	bard2, sorcerer_wizard2
	9999	9999	Salvage	cleric9_oracle9, sorcerer_wizard9
	9999	9999	Skeleton Crew	cleric3_oracle3, sorcerer_wizard4, summoner4, witch4
	9999	9999	Track Ship	bard2, cleric2_oracle2, sorcerer_wizard2
	9999	9999	Unseen Crew	bard4, sorcerer_wizard5, summoner5, witch5
	9999	9999	Planetary Adaptation	alchemist5, cleric4_oracle4, sorcerer_wizard5, summoner5
	9999	9999	Planetary Adaptation, Mass	cleric6_oracle6, sorcerer_wizard7, summoner6
	9999	9999	Advanced Scurvy	cleric1_oracle1, druid1
	9999	9999	Cloud Of Seasickness	cleric2_oracle2, druid2, sorcerer_wizard2
	9999	9999	Submerge Ship	cleric7_oracle7, sorcerer_wizard7
	9999	9999	Heroic Fortune	alchemist2, bard2, cleric2_oracle2, paladin3
	9999	9999	Heroic Fortune, Mass	bard4, cleric5_oracle5
	9999	9999	Malediction	sorcerer_wizard3, witch3
	9999	9999	Severed Fate	cleric3_oracle3, witch2
	9999	9999	Unravel Destiny	cleric3_oracle3, sorcerer_wizard3, witch3
	9999	9999	Embrace Destiny	oracle1, sorcerer_wizard2, witch2
	9999	9999	Groundswell	cleric2_oracle2, druid2, magus2, ranger2
	9999	9999	Ironbeard	antipaladin1, cleric1_oracle1, magus1, paladin1, ranger1
	9999	9999	Toilsome Chant	bard1
	9999	9999	Blend	alchemist1, druid1, magus1, ranger1, sorcerer_wizard1, witch1
	9999	9999	Ward Of The Season	cleric4_oracle4, druid3, ranger3, witch3
	9999	9999	Whispering Lore	cleric2_oracle2, druid1, ranger1, witch1
	9999	9999	Death From Below	bard3, sorcerer_wizard2
	9999	9999	Jitterbugs	bard1, sorcerer_wizard2
	9999	9999	Major Phantom Object	sorcerer_wizard5
	9999	9999	Minor Dream	alchemist2, bard3, sorcerer_wizard3, witch2
	9999	9999	Minor Phantom Object	sorcerer_wizard4
	9999	9999	Recharge Innate Magic	alchemist1, bard1, cleric1_oracle1, druid1, inquisitor1, magus1, sorcerer_wizard1, witch1
	9999	9999	Forgetful Slumber	bard4, sorcerer_wizard4, witch4
	9999	9999	Paragon Surge	alchemist3, cleric3_oracle3, magus4, paladin4, sorcerer_wizard3, witch3
	9999	9999	Resilient Reservoir	magus3, paladin3, sorcerer_wizard4, witch4
	9999	9999	Urban Grace	alchemist1, bard1, ranger1, sorcerer_wizard1, witch1
	9999	9999	Battle Trance	alchemist3, antipaladin3, cleric_oracle4, inquisitor3, ranger3, witch4
	9999	9999	Ghost Wolf	sorcerer_wizard4, summoner2
	9999	9999	Half-blood Extraction	alchemist5, cleric5_oracle5, druid5, sorcerer_wizard5, witch5
	9999	9999	Linebreaker	alchemist1, antipaladin1, inquisitor1, magus1, paladin1, ranger1
	9999	9999	Savage Maw	antipaladin1, cleric2_oracle2, druid2, inquisitor2, magus2, ranger1
	9999	9999	Blessing Of Luck And Resolve	cleric2_oracle2, inquisitor2, paladin2
	9999	9999	Blessing Of Luck And Resolve, Mass	cleric6_oracle6, inquisitor6, paladin4
	9999	9999	Escaping Ward	bard2, inquisitor2, magus2, ranger2, sorcerer_wizard2
	9999	9999	Fearsome Duplicate	bard3, inquisitor3, sorcerer_wizard3, witch3
	9999	9999	Village Veil	bard5, cleric5_oracle5, sorcerer_wizard5, witch5
	9999	9999	Bestow Insight	bard2, cleric3_oracle3, inquisitor2, sorcerer_wizard2, witch2
	9999	9999	Black Mark	druid7, witch7
	9999	9999	Old Salt's Curse	druid5, witch5
	9999	9999	Sacred Space	cleric2_oracle2, paladin2
	9999	9999	Truespeak	bard4, cleric6_oracle6, sorcerer_wizard5, witch5
	9999	9999	Veil Of Heaven	paladin1
	9999	9999	Nine Lives	cleric8_oracle8, witch8
	9999	9999	Steal Breath	bard2, druid2, sorcerer_wizard2, witch2
	9999	9999	Blinding Ray	cleric_oracle2, inquisitor3, paladin2
	9999	9999	Life Channel	cleric2_oracle2
	9999	9999	Spawn Ward	cleric5_oracle5, inquisitor5
	9999	9999	Ancestral Regression	alchemist2, antipaladin3, cleric2_oracle2, sorcerer_wizard3, witch2
	9999	9999	Web Bolt	magus1, sorcerer_wizard1, witch1
	9999	9999	Web Cloud	sorcerer_wizard4, witch4
	9999	9999	Gloomblind Bolts	magus3, sorcerer_wizard3, witch3
	9999	9999	Shadowy Haven	sorcerer_wizard4
	9999	9999	Fire Trail	alchemist3, magus3, sorcerer_wizard3
	9999	9999	Mudball	druid1, magus1, sorcerer_wizard1, witch1
	9999	9999	Vomit Twin	alchemist3, magus3, sorcerer_wizard4, summoner3
	9999	9999	Agonizing Rebuke	antipaladin2, cleric3_oracle3, inquisitor3, witch3
	9999	9999	Chains Of Fire	magus6, sorcerer_wizard6
	9999	9999	Death Candle	antipaladin1, cleric2_oracle2, inquisitor2, witch2
	9999	9999	Firestream	magus3, sorcerer_wizard3
	9999	9999	Fury Of The Sun	druid2, witch2
	9999	9999	Healing Warmth	alchemist4, cleric4_oracle4, druid4, inquisitor4
	9999	9999	Scorching Ash Form	alchemist4, sorcerer_wizard4
	9999	9999	Touch Of Combustion	druid1, inquisitor1, magus1, sorcerer_wizard1, witch1
	9999	9999	Improve Trap	antipaladin2, druid3, inquisitor3, ranger2, sorcerer_wizard3, witch3
	9999	9999	Blood Blaze	alchemist2, antipaladin1, cleric2_oracle2, magus2, sorcerer_wizard2, witch2
	9999	9999	Blood Scent	alchemist3, antipaladin2, cleric3_oracle3, druid3, inquisitor3, ranger2, sorcerer_wizard3, witch3
	9999	9999	Enemy's Heart	adept2, antipaladin2, cleric2_oracle2, witch2
	9999	9999	Sentry Skull	antipaladin1, cleric2_oracle2, sorcerer_wizard2, witch2
	9999	9999	Binding Earth	druid2, witch2
	9999	9999	Binding Earth, Mass	druid6, witch6
	9999	9999	Mighty Fist Of The Earth	cleric_oracle1, druid1
	9999	9999	Raging Rubble	bard3, cleric3_oracle3, druid3, sorcerer_wizard3, witch3
	9999	9999	Stone Shield	cleric1_oracle1, druid1, magus2, sorcerer_wizard1, summoner1
	9999	9999	Alchemical Tinkering	cleric2_oracle2, sorcerer_wizard1, witch1
	9999	9999	Delay Disease	alchemist2, cleric2_oracle2, druid2, inquisitor2, paladin2, ranger2, witch1
	9999	9999	Sickening Strikes	alchemist2, antipaladin2, druid2, magus3, ranger4, witch2
	9999	9999	Absorbing Inhalation	alchemist4, druid4, sorcerer_wizard4
	9999	9999	Cloud Shape	druid4, ranger4, sorcerer_wizard4
	9999	9999	Gusting Sphere	druid2, magus2, sorcerer_wizard2
	9999	9999	Miasmatic Form	alchemist4, sorcerer_wizard4
	9999	9999	Path Of The Winds	druid6, sorcerer_wizard6
	9999	9999	Wind Blades	druid5, magus5, sorcerer_wizard5, witch5
	9999	9999	Windy Escape	bard1, druid1, magus1, sorcerer_wizard1
	9999	9999	Commune With Birds	bard2, druid1, ranger1, sorcerer_wizard2, witch2
	9999	9999	Theft Ward	cleric_oracle1, inquisitor1, sorcerer_wizard1, witch1
	9999	9999	Winter Feathers	cleric1_oracle1, druid1, inquisitor1, ranger1, sorcerer_wizard1
	9999	9999	Damnation Stride	sorcerer_wizard5, summoner4, witch5
	9999	9999	Hellmouth Lash	sorcerer_wizard4, witch4
	9999	9999	Marid's Mastery	cleric1_oracle1, druid1, ranger1, sorcerer_wizard1, witch1
	9999	9999	Nereid's Grace	druid1, witch1
	9999	9999	Nixie's Lure	bard4, druid3, sorcerer_wizard3, summoner4, witch3
	9999	9999	Undine's Curse	sorcerer_wizard1, witch1
	9999	9999	Sow Thought	bard1, sorcerer_wizard1, witch1
	9999	9999	Aboleth's Lung	cleric2_oracle2, druid2, sorcerer_wizard2, witch2
	9999	9999	Fins To Feet	druid3, sorcerer_wizard3, witch3
	9999	9999	Karmic Blessing	cleric1_oracle1, witch1
	9999	9999	Strong Wings	druid1, ranger1, sorcerer_wizard1, witch1
	9999	9999	Imbue With Elemental Might	cleric2_oracle2, magus2, sorcerer_wizard2
	9999	9999	Earth Glide	alchemist4, druid4, sorcerer_wizard4
	9999	9999	Prehensile Pilfer	alchemist3, bard3, magus3, sorcerer_wizard3
	9999	9999	Squeeze	alchemist2, sorcerer_wizard2, witch2
	9999	9999	Shadow Anchor	bard2, sorcerer_wizard2, witch2
	9999	9999	False Alibi	bard3, cleric3_oracle3, inquisitor3
	9999	9999	Blood Money	magus1, sorcerer_wizard1, witch1
	9999	9999	Covetous Aura	bard5, sorcerer_wizard5
	9999	9999	Deathwine	alchemist2, cleric2_oracle2, sorcerer_wizard3, witch3
	9999	9999	Sign Of Wrath	cleric6_oracle6, sorcerer_wizard6
	9999	9999	Swipe	bard2, sorcerer_wizard3
	9999	9999	Unconscious Agenda	bard6, inquisitor6, sorcerer_wizard6, witch6
	9999	9999	Firebelly	cleric1_oracle1, druid1, paladin1
	9999	9999	Ironbloom Sprouts	cleric1_oracle1, druid1
	9999	9999	Bed Of Iron	inquisitor1, magus1, paladin1, sorcerer_wizard1
	9999	9999	Carry Companion	druid2, paladin2, ranger2, sorcerer_wizard2, witch2
	9999	9999	Clarion Call	bard1, cleric1_oracle1, magus1, sorcerer_wizard1
	9999	9999	Emblazon Crest	magus1, paladin1, sorcerer_wizard1
	9999	9999	Keep Watch	inquisitor1, magus1, paladin1, ranger1, sorcerer_wizard1
	9999	9999	Serren's Armor Lock	magus2, sorcerer_wizard3, witch3
	9999	9999	Serren's Swift Girding	magus1, paladin1, sorcerer_wizard1
	9999	9999	Ward Shield	cleric4_oracle4, inquisitor4, magus4, sorcerer_wizard4
	9999	9999	Curse Item	cleric2_oracle2
	9999	9999	Lissalan Snake Sigil	cleric3_oracle3, sorcerer_wizard3
	9999	9999	Display Aversion	bard2, cleric2_oracle2, inquisitor2, sorcerer_wizard3, witch2
	9999	9999	Domination Link	bard3, inquisitor3, sorcerer_wizard3, witch3
	9999	9999	Project Weakness	cleric3_oracle3, sorcerer_wizard4, witch3
	9999	9999	Steal Years	cleric3_oracle3, druid3, sorcerer_wizard3, witch3
	9999	9999	Steal Years, Greater	cleric5_oracle5, druid5, sorcerer_wizard5, witch5
	9999	9999	Transmute Wine To Blood	cleric2_oracle2, sorcerer_wizard2, witch2
	9999	9999	Frost Mammoth	cleric7_oracle7, druid7, sorcerer_wizard7, summoner6
	9999	9999	Winter's Grasp	druid2, witch2
	9999	9999	Irriseni Mirror Sight	sorcerer_wizard3, witch3
	9999	9999	Bleed For Your Master	antipaladin2, druid3, ranger3, sorcerer_wizard3, witch3
	9999	9999	Die For Your Master	antipaladin4, druid5, sorcerer_wizard5, witch5
	9999	9999	Familiar Figment	sorcerer_wizard2, witch2
	9999	9999	Hunter's Friend	druid3, ranger2
	9999	9999	Scamper	druid2, ranger2
	9999	9999	Sea Steed	druid2, paladin2, ranger2
	9999	9999	Sea Stallion	druid4, paladin4, ranger4
	9999	9999	Share Shape	ranger3, sorcerer_wizard4, witch4
	9999	9999	Shield Companion	antipaladin1, druid1, paladin1, ranger1, sorcerer_wizard1, witch1
	9999	9999	Sky Steed	paladin3
	9999	9999	Flurry Of Snowballs	druid2, magus2, sorcerer_wizard2, witch2
	9999	9999	Snowball	druid1, magus1, sorcerer_wizard1, summoner1, witch1
	9999	9999	Ice Spears	druid3, sorcerer_wizard3, witch3
	9999	9999	Martyr's Last Blessing	cleric3_oracle3, ranger3
	9999	9999	Peasant Armaments	cleric1_oracle1, inquisitor1, ranger1, sorcerer_wizard1
	9999	9999	Conjure Deadfall	magus5, sorcerer_wizard4
	9999	9999	Create Holds	druid4, ranger3, sorcerer_wizard4
	9999	9999	Determine Depth	bard2, druid2, sorcerer_wizard2
	9999	9999	Discern Value	bard3, sorcerer_wizard3
	9999	9999	Nature's Ravages	cleric4_oracle4, witch3
	9999	9999	Nature's Ravages, Greater	cleric8_oracle8, witch7
	9999	9999	Corpse Hammer	sorcerer_wizard4, witch4
	9999	9999	Oath Of Justice	cleric_oracle3, paladin2
	9999	9999	Tactical Formation	cleric_oracle3, paladin3, ranger4
	9999	9999	Soothing Word	cleric_oracle2, druid2, inquisitor2, paladin2, ranger3, witch2
	9999	9999	Frosthammer	antipaladin3, cleric3, inquisitor3, ranger3
	9999	9999	Accept Affliction	bard3, cleric_oracle3, druid3, paladin3, witch3
	9999	9999	Angelic Aspect, Lesser	cleric_oracle2, paladin2, sorcerer_wizard2
	9999	9999	Angelic Aspect, Greater	cleric_oracle8, paladin4, sorcerer_wizard8
	9999	9999	Angelic Aspect	cleric_oracle5, paladin3, sorcerer_wizard5
	9999	9999	Archon's Trumpet	bard5, cleric_oracle7, paladin4, sorcerer_wizard7
	9999	9999	Burst Of Radiance	cleric_oracle2, druid2, sorcerer_wizard2
	9999	9999	Chains Of Light	cleric_oracle6, inquisitor5, paladin4, sorcerer_wizard6
	9999	9999	Touch Of Mercy	bard2, cleric_oracle2, sorcerer_wizard2
	9999	9999	Hymn Of Mercy	bard5, cleric_oracle5
	9999	9999	Hymn Of Peace	bard6, cleric_oracle7
	9999	9999	Blood Of The Martyr	cleric_oracle2, inquisitor3
	9999	9999	Charitable Impulse	bard2, cleric_oracle3, sorcerer_wizard3, witch3
	9999	9999	Elemental Assessor	cleric_oracle6, sorcerer_wizard6
	9999	9999	Sanctify Weapons	cleric_oracle5, paladin3
	9999	9999	Summon Stampede	cleric_oracle6, druid6, summoner4
	9999	9999	Vinetrap	cleric_oracle8, druid8
	9999	9999	Black Sword Of War	antipaladin3, cleric_oracle3, ranger3, sorcerer_wizard3
	9999	9999	Bloody Tears And Jagged Smile	cleric_oracle2, sorcerer_wizard2
	9999	9999	Blightburn Weapon	alchemist4, inquisitor4, magus4, sorcerer_wizard5, witch5
	9999	9999	Chameleon Scales	alchemist1, druid0, ranger1, sorcerer_wizard0
	9999	9999	Dark-Light	cleric_oracle3, druid3, sorcerer_wizard3
	9999	9999	Enlarge Tail	alchemist1, antipaladin1, druid1, magus1, sorcerer_wizard1, summoner1, witch1
	9999	9999	Lead Plating	alchemist3, cleric_oracle2, druid2, ranger2, sorcerer_wizard2, witch2
	9999	9999	Shadow Dragon Aspect	bard4, sorcerer_wizard4
	9999	9999	Strip Scales	druid4, sorcerer_wizard5, witch5
	9999	9999	Unseen Engineers	sorcerer_wizard3, summoner2, witch3
	9999	9999	Detect Relations	bard2, cleric_oracle2, inquisitor2, witch2
	9999	9999	Business Booms	bard3, sorcerer_wizard3
	9999	9999	Prosperous Room	bard3, sorcerer_wizard3
	9999	9999	Renovation	bard5, sorcerer_wizard4
	9999	9999	Teleport Structure	sorcerer_wizard6
	9999	9999	Bless Army	cleric_oracle6
	9999	9999	Imbue Army Special Ability	cleric_oracle9
